car_ext_photo_url1,car_ext_photo_url2,car_ext_photo_url3,car_id,car_int_photo_url1,car_int_photo_url2,car_int_photo_url3,car_status,car_status_id,car_year,carproof,certified,clearance,commercial,cubic_capacity,date_created,date_entry,date_service,date_sold,date_updated,demo,doors,drive_train,engine_type,extend_warranty_id,extra_option,fuel,induction,inventory_color,inventory_frame_category,inventory_frame_category_id,inventory_frame_desc,inventory_frame_style,inventory_frame_style_id,inventory_id,inventory_interior_color,inventory_make,inventory_make_id,inventory_model,inventory_model_desc_id,inventory_trim,inventory_trim_id,inventory_vehicle_category_id,new,note,odometer,option,passengers,price,severely_damaged_vehicle,transmission_gear,transmission_type,vehicle_page_views,warranty_class,warranty_date,warranty_km
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3284987,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2007,1,0,0,0,,2013-04-23 21:40:47,2010-02-25 00:00:00,,2010-09-07,2014-10-01 21:28:17,0,5,,4,0,,,,noir,Passenger,,,Hatchback,3.0,25,noir,Toyota,589,Yaris,2622,,1,1,0,"CD Player, ABS Brakes, Air Bags",29100,,0,208,0,,AUTOMATIC,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3301219,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2007,1,0,0,0,,2013-04-23 21:40:47,2010-03-08 00:00:00,,2010-05-05,2014-10-01 21:28:04,0,5,,4,0,,,,Argent,Passenger,,,,,25,Gris charcoal,Toyota,589,Yaris,2622,,1,1,0,"CD Player, Air Bags",66000,,0,243,0,,MANUAL,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3323171,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2010,1,0,0,0,,2013-04-23 21:40:47,2010-03-22 00:00:00,,,2014-10-01 21:28:17,0,5,,4,0,,,,Argent,Sport Utility,,,,,25,Gris,Toyota,589,RAV4,2365,,1,1,0,"CD Player, Power Windows, Power Doors, Air Conditioning, Cruise Control, Electric Mirrors, ABS Brakes, Air Bags, Traction Control, Stability control, MP3 player",4200,,0,374,0,,AUTOMATIC,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3347458,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2008,1,0,0,0,,2013-04-23 21:40:47,2010-04-06 00:00:00,,,2014-10-01 21:28:04,0,2,Front wheel drive,4,0,,Unleaded,,Red,Passenger,,,Coupe,2.0,6,Black,Nissan,561,Altima,2307,COUPÉ,67,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, ABS Brakes, Kill Switch, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Rear-Folding Seats, Adjustable Mirrors from Interior, Clock, Intermittent Wipers, Interior Trunk Release, Color Matched Bumpers, Remote Entry, Power Brakes, Moonroof, Rear window defroster, Floor mats",33092,,5,16795,0,6.0,MANUAL,,"Class C : 1 month or 1,700 km.",,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3362495,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2011,1,0,0,0,,2013-04-23 21:40:47,2010-04-14 00:00:00,2010-03-29,,2014-10-01 21:28:17,1,4,Front wheel drive,4,0,,Unleaded,,argent radiant,Passenger,,,Sedan,1.0,22,Grey,Hyundai,563,Sonata,2378,GL,21,1,0,"AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, ABS Brakes, Alarm System, Tilt Steering, Air Bags, Adjustable Mirrors from Interior, Clock, Intermittent Wipers, Remote Entry, Power Brakes, Steering wheel audio controls, Rear window defroster, MP3 player, Xenon headlights",5139,Systeme main libre Bluetooth,5,25775,0,0.0,AUTOMATIC,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3377851,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-01-23 00:00:00,,,2014-10-01 21:28:04,0,4,Front wheel drive,4,0,,,,GRIS FONCÉ,Passenger,,,Sedan,1.0,6,Black,Honda,564,Civic Berline,3862,,1,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Electric Mirrors, ABS Brakes, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Rear-Folding Seats, Adjustable Mirrors from Interior, Intermittent Wipers, Color Matched Bumpers, Remote Entry, Power Brakes, Child proof locks, Rear window defroster",108085,,5,6995,0,5.0,MANUAL,,"Class C : 1 month or 1,700 km.",,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3393529,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2008,1,0,0,0,,2013-04-23 21:40:47,2010-01-03 00:00:00,,,2014-10-01 21:28:04,0,4,Front wheel drive,4,0,,,,Beige,Passenger,,,Sedan,1.0,6,Beige,Mazda,567,Mazda3,2313,,1,1,0,"AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Electric Mirrors, ABS Brakes, Kill Switch, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Rear-Folding Seats, Adjustable Mirrors from Interior, Clock, Color Matched Bumpers, Power Brakes, Child proof locks, Steering wheel audio controls, Rear window defroster",48799,,5,7995,0,5.0,MANUAL,,"Class C : 1 month or 1,700 km.",,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3401922,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2008,1,0,0,0,0.0,2013-04-23 21:40:47,2010-05-07 00:00:00,2007-09-29,2011-04-01,2014-10-01 21:28:04,0,4,Front wheel drive,4,0,,Unleaded,Turbo,GRIS BLEU TITANIUM,Passenger,,,Hatchback,3.0,22,GIRS ET NOIR,Mazda,567,Mazdaspeed3,2595,GARANTIE 10 ANS,239,1,0,"AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Electric Mirrors, ABS Brakes, Alarm System, Spoiler, Fog Lights, Tilt Steering, Climate Control, Driver Airbag, Passenger Airbag, Side Airbags, Intermittent Wipers, Compact Disc Changer, Traction Control, Heated mirrors, Child proof locks, Steering wheel audio controls, Rear window defroster, Xenon headlights",33000,,0,20485,0,6.0,MANUAL,,"Class B : 3 months or 5,000 km.",2010/09/29,80000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3418362,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2009,1,0,0,0,0.0,2013-04-23 21:40:47,2010-05-17 00:00:00,,,2014-10-01 21:28:04,1,2,,6,0,,,,Rouge Éclatant,Passenger,,COUPE,Coupe,2.0,22,Red,Mazda,567,RX-8,2596,GT,23,1,0,"AM/FM Radio, CD Player, Power Windows, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, Tinted Windows, Leather Interior, Spoiler, Alloy Wheels, Heated Seat, Fog Lights, Tilt Steering, Adjustable Mirrors from Interior, Intermittent Wipers, Tachometer, Navigation Computer, Power Brakes, Steering wheel audio controls, MP3 player, Xenon headlights",2688,Systeme main libre Bluetooth,4,29995,0,6.0,MANUAL,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3422115,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-01-19 00:00:00,2006-01-31,,2014-10-01 21:28:17,0,4,Front wheel drive,4,0,,Unleaded,,Grey,Passenger,,,Sedan,1.0,2,Sable,Honda,564,Civic,2311,,1,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, ABS Brakes, Alloy Wheels, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Rear-Folding Seats, Intermittent Wipers, Color Matched Bumpers, Remote Entry, Tachometer, Power Brakes, Heated mirrors, Steering wheel audio controls, Moonroof, Rear window defroster, MP3 player",87045,,5,10995,0,4.0,AUTOMATIC,,Class D,2011/07/31,100000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3424606,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-05-21 00:00:00,2006-11-15,,2014-10-01 21:28:04,0,3,Rear wheel drive,4,0,,Premium unleaded,,Grey,Passenger,,COUPE 3 PORTES,Coupe,2.0,10,Black,Mazda,567,RX-8,2596,,1,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Air Conditioning, Cruise Control, Electric Mirrors, Tinted Windows, ABS Brakes, Alarm System, Spoiler, Alloy Wheels, Air Bags, Remote Entry, Heated mirrors, Steering wheel audio controls",73456,,4,10995,0,6.0,MANUAL,,"Class C : 1 month or 1,700 km.",2011/11/15,100000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3424891,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2007,1,0,0,0,,2013-04-23 21:40:47,2010-05-21 00:00:00,,2010-09-30,2014-10-01 21:28:17,0,4,Front wheel drive,4,0,,,,ARGENT,Passenger,,,Sedan,1.0,25,NOIR,Toyota,589,Yaris,2622,AERO,329,1,0,"CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Electric Mirrors, ABS Brakes, Alloy Wheels, Air Bags",0,,0,233,0,,AUTOMATIC,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3456050,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2008,1,0,0,0,,2013-04-23 21:40:47,2010-01-10 00:00:00,,,2014-10-01 21:28:04,0,4,Front wheel drive,4,0,,Unleaded,Normally aspirated,Gray,Passenger,,,,,4,Black,Toyota,589,Yaris,2622,,1,1,0,"AM/FM Radio, CD Player, Tilt Steering, Air Bags, Tachometer, Rear window defroster",63247,,5,7495,0,0.0,MANUAL,,"Class C : 1 month or 1,700 km.",,100000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3473285,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2010,1,0,0,0,0.0,2013-04-23 21:40:47,2010-06-21 00:00:00,,,2011-04-26 00:00:00,0,0,,4,0,,,,Black,Passenger,,,,,22,,Mazda,567,Mazda6,2593,GS,26,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Electric Mirrors, ABS Brakes, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Adjustable Mirrors from Interior, Remote Entry",9000,,0,24550,0,0.0,,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3473288,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2010,1,0,0,0,0.0,2013-04-23 21:40:47,2010-06-21 00:00:00,,,2011-12-15 00:00:00,0,0,,4,0,,,,Blanc cubes de sucre,Passenger,,,,,22,,Mazda,567,Mazda6,2593,GT,23,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Electric Mirrors, ABS Brakes, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Adjustable Mirrors from Interior, Remote Entry",1500,,0,32995,0,0.0,,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3473390,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2010,1,0,0,0,,2013-04-23 21:40:47,2010-06-21 00:00:00,,2011-03-10,2013-12-18 22:26:30,0,0,,,0,,,,Blue,Passenger,,,,,22,,Mazda,567,CX-7,2592,GT,23,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Air Conditioning, Cruise Control, Electric Mirrors, ABS Brakes, Tilt Steering, Air Bags, Driver Airbag, Passenger Airbag, Side Airbags, Adjustable Mirrors from Interior, Intermittent Wipers, Remote Entry",9000,,0,37850,0,0.0,,,Class D,,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3481806,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2005,1,0,0,0,1800.0,2013-04-23 21:40:47,2010-01-27 00:00:00,,2011-01-10,2014-10-01 21:28:04,0,2,Rear wheel drive,4,0,,Premium unleaded,Supercharged,Blue,Passenger,,2 Door Hatchback,Coupe,2.0,8,Grey,Mercedes-Benz,573,Classe C,3722,Kompressor 1.8 L,86,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, Tinted Windows, Leather Interior, ABS Brakes, Alloy Wheels, Fog Lights, Kill Switch, Tilt Steering, Bucket Seats, Air Bags, Climate Control, Driver Airbag, Passenger Airbag, Side Airbags, Rear-Folding Seats, Clock, Intermittent Wipers, Color Matched Bumpers, Remote Entry, Rear Wiper, Tachometer, Onboard Computer, Split Rear Seats, Power Brakes, Traction Control, Heated mirrors, Steering wheel audio controls, Moonroof, Rainsensing wipers, Rear window defroster, MP3 player, Skirt Kit, Floor mats",45000,,4,18995,0,6.0,MANUAL,,"Class C : 1 month or 1,700 km.",,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3485815,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-01-30 00:00:00,2006-01-14,2011-01-02,2014-10-01 21:28:17,0,5,Front wheel drive,4,0,,Unleaded,,Blue,Passenger,,,Hatchback,3.0,2,Grey,Chevrolet,575,Optra 5,2770,,1,1,0,"AM/FM Radio, CD Player, Power Steering, Air Conditioning, Fog Lights, Tilt Steering, Air Bags, Wheel Covers, Driver Airbag, Passenger Airbag, Rear-Folding Seats, Adjustable Mirrors from Interior, Intermittent Wipers, Color Matched Bumpers, Rear Wiper, Power Brakes, Child proof locks, Rear window defroster, MP3 player",70731,,0,5495,0,4.0,AUTOMATIC,,"Class C : 1 month or 1,700 km.",2011/06/14,100000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3502053,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2009,1,0,0,0,3700.0,2013-04-23 21:40:47,2010-01-13 00:00:00,,2010-01-13,2014-10-01 21:28:04,0,2,Rear wheel drive,V6,0,,Unleaded,Normally aspirated,Blue,Passenger,,,Coupe,2.0,13,Black,Infiniti,789,G37 Coupe,3720,PREMIUM,106,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, Leather Interior, ABS Brakes, Alarm System, Alloy Wheels, Heated Seat, Fog Lights, Kill Switch, Tilt Steering, Bucket Seats, Climate Control, Driver Airbag, Passenger Airbag, Side Airbags, Electric Seats, Clock, Intermittent Wipers, Interior Trunk Release, Interior Fuel Latch, Color Matched Bumpers, Compact Disc Changer, Remote Entry, Tachometer, Block Heater, Onboard Computer, Dual Zone Climate Control, Memory Seats, Power Brakes, Traction Control, Heated mirrors, Steering wheel audio controls, Stability control, Moonroof, Rear window defroster, MP3 player, In-dash CD changer, Xenon headlights, Floor mats",8600,,4,37995,0,6.0,MANUAL,,"Class A : 6 months or 10,000 km.",2014/03/01,100000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3502072,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-01-13 00:00:00,,,2014-10-01 21:28:17,0,4,All wheel drive,V6,0,,Unleaded,Normally aspirated,White,Passenger,,,Sedan,1.0,13,Beige,Infiniti,789,M35,3744,PREMIUM,106,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Sun Roof, Electric Mirrors, Leather Interior, ABS Brakes, Alloy Wheels, Heated Seat, Fog Lights, Kill Switch, Tilt Steering, Bucket Seats, Air Bags, Climate Control, Driver Airbag, Passenger Airbag, Side Airbags, Electric Seats, Clock, Intermittent Wipers, Interior Trunk Release, Interior Fuel Latch, Color Matched Bumpers, Compact Disc Changer, Remote Entry, Tachometer, Block Heater, Onboard Computer, Dual Zone Climate Control, Memory Seats, Power Brakes, Traction Control, Heated mirrors, Steering wheel audio controls, Stability control, Moonroof, Rear window defroster, MP3 player, In-dash CD changer, Xenon headlights, Parking assistance, Floor mats",93500,,5,22995,0,5.0,AUTOMATIC,,"Class B : 3 months or 5,000 km.",,0
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3505386,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2005,1,0,0,0,0.0,2013-04-23 21:40:47,2010-07-15 00:00:00,2005-08-01,,2014-10-01 21:28:17,0,4,Front wheel drive,4,0,,Unleaded,Normally aspirated,Red,Sport Utility,,utilitaire,,,10,Black,Mitsubishi,583,Outlander,2341,LS,10,1,0,"Fully Equipped, AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Electric Mirrors, Tinted Windows, ABS Brakes, Spoiler, Alloy Wheels, Tilt Steering, Driver Airbag, Passenger Airbag, Rear-Folding Seats, Clock, Intermittent Wipers, Interior Fuel Latch, Tachometer, Onboard Computer, Split Rear Seats, Power Brakes, Heated mirrors, Child proof locks, Rear window defroster, Floor mats",113102,,5,6995,0,0.0,AUTOMATIC,,"Class C : 1 month or 1,700 km.",2015/08/01,160000
http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,3527824,http://img.sm360.ca/images/var/images/bdc-hackathon-2019/used_car.jpg,,,DELETED,3,2006,1,0,0,0,,2013-04-23 21:40:47,2010-01-31 00:00:00,,,2014-10-01 21:28:04,0,5,Front wheel drive,4,0,,Unleaded,,Blue,Passenger,,,,,15,Grey,Toyota,589,Matrix,2658,XRS,112,1,0,"AM/FM Radio, CD Player, Power Windows, Power Doors, Power Steering, Air Conditioning, Cruise Control, Electric Mirrors, Tinted Windows, ABS Brakes, Alarm System, Alloy Wheels, Fog Lights, Bucket Seats, Air Bags, Driver Airbag, Passenger Airbag, Remote Entry, Tachometer, Power Brakes, Child proof locks, Rear window defroster",121000,,0,8995,0,6.0,MANUAL,,Class D,,0
